index,SMILES,pIC50,DeduplicateMethod
1299,CC(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,4.31,no change
1300,COc1cc(-c2cn(Cc3cccc(OC(F)(F)F)c3)nn2)ccc1-n1cnc(C)c1,6.14,no change
1301,COc1cc(-c2cn(Cc3cc(Br)cc(Br)c3)nn2)ccc1-n1cnc(C)c1,7,no change
1302,CC(C)N1CCN(C(=O)N2CCC(Cc3ccccc3)CC2)CC1,4.42,no change
1303,O=C(N1CCN(C2CC2)CC1)N1Cc2ccccc2C1,4.28,no change
1304,COc1ccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc2c1,5.37,<=3(mean)
1305,Cn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,5.55,<=3(mean)
1306,Cc1nc2ccc(F)cc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5.6,no change
1307,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,6.15,no change
1308,c1ccc([C@@H]2Sc3ccccc3O[C@@H]2c2ccc(OCCCN3CCCC3)cc2)cc1,7.92,<=3(mean)
1309,Nc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1,4.71,no change
1310,CC1COCC(C)N1S(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1,5.93,no change
1311,C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1,5.96,no change
1312,O=C(NCc1ccc(F)cc1)N(c1ccc(Cl)cc1)C1CCN(Cc2ccnnc2)CC1,4.92,<=3(mean)
1313,O=C(NCc1ccc(F)cc1)N(c1ccc(Cl)cc1)C1CCN(Cc2ccncc2)CC1,5.42,<=3(mean)
1314,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(Cl)nc3)ccc2c1,5.44,no change
1315,Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2ccccc2c1=O,5.25,<=3(mean)
1316,COc1ccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c2c1,5,no change
1317,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(Cl)c(Cl)c1,6.22,no change
1318,N=C(NCCCOc1ccc(F)cc1)Nc1ccc(Cl)cc1,6.52,<=3(mean)
1319,O=S(=O)(Nc1cscn1)c1cc(Cl)c(OCC2NCCC=C2c2ccc(F)cc2)cc1F,4.99,no change
1320,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccns2)C3)ccc2c1COC2=O,5.85,no change
1321,Cc1cc(=O)n(C)nc1N1CCC2(CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)C1=O,4.68,no change
1322,Cc1nc(-n2cnnn2)ccc1[C@@H](O)CN1CCC2(CC1)CCN(c1ccc(=O)n(C)n1)C2=O,4.76,no change
1323,Cc1c([C@@H](O)CN2CCC3(CC2)CN(c2ccc(=O)n(C)n2)C(=O)CO3)ccc2c1COC2=O,4.34,no change
1324,Cc1cc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)sn1,5.155,<=3(mean)
1325,Cc1ccc2c(c1)nc(CCN1C(=O)c3cccc4cccc(c34)C1=O)n2-c1ccncc1,5.33,no change
1326,Cc1cc(CNc2nc(N)nc3ccn(Cc4ncccc4Cl)c23)no1,6.05,no change
1327,COc1cccnc1Cn1ccc2nc(N)nc(NCc3cc(C)on3)c21,5.8,no change
1328,Cc1nc(CN(c2ccccc2)C2CCN(C3(C)CCN(C(=O)c4c(C)cc[n+]([O-])c4C)CC3)CC2)cs1,4.91,no change
1329,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OC[C@H]7C[C@@H](O)[C@@H](O)C7)nc56)(CC3)OC4)nc2N1,5.57,no change
1330,COC(=O)[C@H]1C[C@@H]1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,6.3,no change
1331,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCc7cc(=O)c(O)c[nH]7)nc56)(CC3)OC4)nc2N1,5.28,no change
1332,O=C(NC1CCN(Cc2ccc3ncoc3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,4.46,no change
1333,CN(CC(=O)N(C)C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2,5.75,no change
1334,Fc1ccc(CC(c2cccnc2)c2cccnc2)c(-c2cccc(C(F)(F)F)c2)c1,5.65,no change
1335,N=C(NCCCOc1ccc(F)cc1)Nc1ccc(I)cc1,6.96,no change
1336,CCCCc1cc(OC2CCN(CCCS(=O)(=O)CC)CC2)c2ncccc2c1,7.12,no change
1337,COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CCc2nc3ccc(Cl)cc3[nH]2)cc1,7.8,no change
1338,O=C(CCCc1c[nH]nn1)NC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1,4.68,no change
1339,O=C(O)CN(C1(c2ccc(-c3ccccc3OC(F)(F)F)cc2)CCC1)S(=O)(=O)c1ccc(OC(F)F)cc1,4.82,no change
1340,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccc(=O)n(C)c1,6.066666667,<=3(mean)
1341,Cc1cnc2c(c1)nnn2-c1ccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)nc1,5.44,no change
1342,CN(C)c1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)n1,4.37,no change
1343,Cc1ccc2c(-c3nnc(SCCCN4CCc5nc6ccccn6c5CC4)n3C)cccc2n1,5.6,no change
1344,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1,6,no change
1345,Cc1cc(C)n(-c2cc(NC(=O)CN3CCC(CN(C)C)CC3)nc(-c3ccc(C)o3)n2)n1,5.78,no change
1346,CN(C/C=C/c1ccc(Br)cc1)Cc1ccc2c(c1)OCCC2,5.72,no change
1347,CN(C/C=C/c1ccc(C(F)(F)F)cc1F)Cc1ccc2c(c1)OCCC2,5.5,no change
1348,CN(C/C=C/c1ccc2ccccc2c1)Cc1ccc2c(c1)CCO2,5.17,no change
1349,CSc1ccc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2)cn1,5.34,no change
1350,CCS(=O)(=O)c1cnc(N2CC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)CC2=O)cn1,5.21,no change
1351,CCS(=O)(=O)c1ccc(C(NC(=O)CC2CC2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)nc1,4.47,no change
1352,CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,5.8,no change
1353,Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C(F)(F)F)oc6c(C)c5CC4)n3C)cccc2n1,6,no change
1354,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)C)oc6cc5CC4)n3C)cccc2n1,5.7,no change
1355,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6onc(C)c6cc5CC4)n3C)cccc2n1,6.1,no change
1356,Cc1ccnn1-c1cccc([C@H](CC(=O)O)CN2CC[C@@H](CCc3ccc4c(n3)NCCC4)C2)c1,4.6,no change
1357,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CC[C@H](N)C(F)F)c1ccccc1,4.8,no change
1358,O=C(NC[C@@H]1[C@H]2CN(C(=O)CCc3cc(Cl)cc(Cl)c3)C[C@@H]12)c1ccc2[nH]c(=O)oc2c1,5.09,no change
1359,Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4C(F)(F)F)C3C2)nnc1-c1cnccn1,5.9,no change
1360,O=C1OCc2cc(/C=C/C3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,5.75,no change
1361,O=C1OCc2cc(CCC3(O)CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,5.19,no change
1362,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C4CCOCC4)n2C)CC3)no1,5.4,no change
1363,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccccn4)n2C)CC3)no1,6.6,no change
1364,CN[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,5.28,no change
1365,NCC[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,5.82,no change
1366,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3nc(-c4ccccc4)no3)CC1)c(=O)n2C,5.31,no change
1367,CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1,5,no change
1368,CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1,5.51,no change
1369,Cc1[nH]c2ccccc2c1C1CCN(Cc2ccc(/C=C/C(=O)NO)cc2)C1,4.87,no change
1370,Cc1[nH]c2ccccc2c1CCN1CCCC1c1ccc(/C=C/C(=O)NO)cc1,4.71,no change
1371,O=C(/C=C/c1ccc(CN2CCCC(c3c[nH]c4ccccc34)C2)cc1)NO,4.53,no change
1372,CNC(=O)c1cccc(C2CCN([C@@H]3C[C@H]4OCC[C@@]4(C(=O)N4COc5ccc(C(F)(F)F)cc5C4)C3)CC2)c1,5.51,no change
1373,Fc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)nc1,5.76,no change
1374,c1ccc(-c2ccc(-c3c[nH]c([C@H]4Cc5c([nH]c6ccccc56)[C@@H](C5CCOCC5)N4)n3)cc2)cc1,7.77,no change
1375,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1cc(Cl)ccc1Cl,6.4,no change
1376,O=C(c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)N1Cc2ccccc2C1,5.46,no change
1377,O=c1ncn(Cc2c(F)cc(F)cc2F)c2ccc(Oc3ccccc3)cc12,5.43,no change
1378,COc1ccc([C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(c4ccccc4)(c4ccccc4)CC3)C(C)(C)C2)cc1,6.28,no change
1379,Cc1ccc(Cn2cnc(=O)c3cc(Oc4ncccc4C(F)(F)F)ccc32)c(F)c1,4.85,no change
1380,CCN(CC)C(=O)c1ccc(C2=CC3(CCCNCC3)Oc3ccccc32)cc1,4.93,no change
1381,CCN(C(=O)c1ccccc1Oc1ccccc1)[C@H]1CCNC1,5.3,no change
1382,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,5.9,no change
1383,NC1(C(=O)N[C@@H](CCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.53,no change
1384,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O,4,no change
1385,Nc1nc2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3,5.17,no change
1386,CS(=O)(=O)c1ccc(N2CCC(F)(F)CC2)c(C(=O)N2Cc3cn(-c4ccccc4F)nc3C2)c1,5.37,no change
1387,Cn1cc(-c2ccc(OC3CCN(C(=O)Nc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)cn1,5.42,no change
1388,Cn1cc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)n2)cn1,5.28,no change
1389,CNC(=O)c1cnc(N)c(O[C@H]2CN(C(=O)Cc3ccc(OC(F)(F)F)cc3)CC2(F)F)c1,4.08,<=3(mean)
1390,c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,6.12,no change
1391,Cc1c(C)n(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12,6.29,no change
1392,O=C(c1cc(F)cc(F)c1)N1CCN(c2ccc(OC3CCN(C4CCCC4)CC3)cc2)C(=O)C1.O=CO,5.1,no change
1393,O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(N3CCOCC3)nc12,5.5,no change
1394,Nc1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cc(Cl)cc2o1,5.32,no change
1395,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CC2=NCCN2)c1,5.07,no change
1396,CC(C)N1C[C@H](NS(=O)(=O)C(C)C)[C@@H](c2ccc(-c3cccc(NS(C)(=O)=O)c3)cc2)C1,5.2,no change
1397,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2ccc(F)nc2)cc1,6,no change
1398,Cc1noc(C)c1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,4.19,no change
1399,CCCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,4.08,no change
1400,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(OC(F)(F)F)cc54)CC3)nc2N1,5.85,no change
1401,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccccc1O,7.1,no change
1402,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)CCN1CCN(C)CC1,4.72,no change
1403,CCc1cc(-c2ccccc2)cc(S(=O)(=O)c2cnc(CN)s2)c1,4.44,no change
1404,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(N[C@H](C4CC4)C(F)(F)F)c23)cn1,5.47,no change
1405,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(NC(C4CC4)C4CC4)c23)cn1,5.77,no change
1406,NC(=O)c1ccn(-c2cccc(OC(=O)NCCCN3CCN(c4ccccc4)CC3)c2)c1,5.455,<=3(mean)
1407,CC(C)(O)CN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,4.72,no change
1408,Cc1cnc(Nc2cccnc2F)nc1-c1c[nH]c2c(NC(=O)[C@@H](C)N3CCN(C)CC3)cccc12,5,no change
1409,Nc1n[nH]c(N2CCC(N3CCOC[C@@H]3Cc3ccc(Cl)cc3)CC2)n1,4.58,<=3(mean)
1410,Nc1n[nH]c(N2CCC(N3CCC[C@@H]3Cc3ccc(Cl)cc3)CC2)n1,5.4,no change
1411,Cn1cncc1-c1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1,5.57,no change
1412,CC(C)C(=O)c1c(Nc2ccc(F)c(F)c2F)[nH]c2c(F)cc(F)cc2c1=O,5.16,no change
1413,COc1cc(-c2cn(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)nn2)ccc1-n1cnc(C)c1,6.5,no change
1414,FCCOc1ccc(CCC2CCN(CCc3ccccc3Cl)CC2)cc1,5.66,no change
1415,COc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1,5.19,no change
1416,COc1cc(/C=C/c2nc3ccccc3[nH]2)ccc1-n1cnc(C)c1,6.17,no change
1417,COc1cc(/C=C/c2nc3ccccc3c(=O)n2-c2ccccc2)ccc1-n1cnc(C)c1,6,no change
1418,CN1CCC(COCc2cncc(Br)c2)(c2ccccc2)CC1,4.89,no change
1419,CCc1cc(C(=O)NC[C@H](C)N(CC)CC)cc(-c2cnn3ccc(-c4cccs4)nc23)n1,5.48,no change
1420,Cc1cc(C2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,5.68,no change
1421,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,5.05,no change
1422,COc1cccc(NC(=O)c2cnc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)s2)n1,5.32,no change
1423,CN(C)c1ccc(-c2cc3nccnc3c(OC[C@H]3CCCNC3)n2)cn1,5,no change
1424,COc1ccc2ncc(F)c(CCC34CCC(NCc5cc(C)c6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,6.11,<=3(mean)
1425,CC1CCN(CCCOc2ccc(=O)n(-c3ccc(F)c(Cl)c3)n2)CC1,5.67,no change
1426,CN1CCC(COCc2cc(C(F)(F)F)cc(Cl)n2)(c2ccc(F)cc2)CC1,5.22,no change
1427,CCn1cc([C@@]2(c3nnc(C)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,5.07,no change
1428,CCn1cc([C@@]2(c3nnc(NC)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,5.96,no change
1429,Cc1cc(NCc2c(C)cccc2C)c2cccc(C(N)=O)c2n1,6.3,no change
1430,COc1ccc(N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2)cc1,4.68,no change
1431,CC(C)(C)c1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,6.34,no change
1432,O=C(NC[C@H]1CCN(C(=O)CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)C1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,6.12,no change
1433,O=C(Nc1ccc(-c2nnc(NCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,5.1,no change
1434,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCCC3)o2)cc1)c1ccccc1F,4.9,<=3(mean)
1435,O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,4.31,no change
1436,COc1c(C(C)(C)C)cc(C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,6.18,no change
1437,COc1cc(/C=C/c2nc(N)c3c4c(sc3n2)CCCCC4)ccc1-n1cnc(C)c1,6.41,no change
1438,N[C@H]1C(=O)N[C@@H]1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,4.54,no change
1439,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccccc2C(F)(F)F)CO1,4.26,no change
1440,NC(=O)C(F)(F)CCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,5.04,no change
1441,NC(=O)[C@H]1CC[C@@H](c2ccc(OCc3ccccc3F)cc2)N1,5,no change
1442,Fc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)c(F)c1,6.2,no change
1443,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccccc4)C3C2)n1C,5.85,<=3(mean)
1444,Cn1c(SCCCN2CC3CCN(c4ccccc4F)C3C2)nnc1-c1cnccn1,6,no change
1445,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4F)C3C2)n1C,5.966666667,<=3(mean)
1446,COc1cncc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)c1,5.46,no change
1447,CS(=O)(=O)c1ccc(N2CCC(F)(F)CC2)c(C(=O)N2Cc3cn(-c4cncc(F)c4)nc3C2)c1,5.17,no change
1448,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,5.035,IQR
1449,NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,4.87,no change
1450,O=C1CCc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,5.14,no change
1451,C[Si]1(C)CCN(Cc2cc(-c3ccc(C(F)(F)F)cc3)n(C3CCCCC3)n2)CC1,5.6,no change
1452,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sccc34)[C@@H](C)C2)c(C)c1,5.1,no change
1453,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.58,<=3(mean)
1454,CCN1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,5.68,no change
1455,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3)n2)n1C(C)C,5.26,no change
1456,COc1ncc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cc1C,4.67,no change
1457,Fc1ccc(CN(C2CCOCC2)[C@H]2CCNC2)c(F)c1F,5.92,no change
1458,O=C1OCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,6.3,no change
1459,c1ccc([C@H]([C@@H](c2ccccc2)N2CCCC2)N2CCCC2)cc1,4.5,no change
1460,O=C1CSc2ccc(CN[C@H]3CO[C@H](CC4Cn5c(=O)ccc6ncc(F)c4c65)OC3)nc2N1,4.26,no change
1461,CC[C@@H]1CN(c2scnc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21,6.12,no change
1462,CCC(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,5.83,no change
1463,COc1ccc2nccc(C3CN(C4CCN(Cc5ccc(C)c(C)c5)CC4)C(=O)O3)c2c1,5.2,no change
1464,C[n+]1c(COc2ccccc2)cccc1COc1ccccc1,6.12,no change
1465,COc1cc(C(=O)NCCN2CCCC2)ccc1CN1CCC(NC(=O)c2cc(=O)c3ccc(F)cc3o2)CC1,5.18,no change
1466,COC(C)(C)CCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,5.37,no change
1467,O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCCCCC1)C2,4.83,no change
1468,Cc1noc(-c2ccc(CCN3CCC(Nc4nc5cc(F)ccc5n4C)CC3)cc2)n1,4.54,no change
1469,Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(C(F)(F)F)cccc2c1=O,6.46,<=3(mean)
1470,COc1cccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12,5,no change
1471,COc1cccc2nc(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)n(C)c(=O)c12,5,no change
1472,O=C(C1CC(Oc2cccc(F)c2)CN1)N1CCCN(C2CCC2)CC1,5,no change
1473,CC1CCCN1CCc1ccc2nc(-c3ccsc3)ccc2c1,5.32,no change
1474,CC1CCCN1CCc1ccc2nc(-c3ccoc3)ccc2c1,5.08,no change
1475,COc1cc(Nc2ncc(CCc3c(F)c(OC)cc(OC)c3F)cn2)ccc1N1CCC(N2CCN(C)CC2)CC1,5,no change
1476,COc1cc(OC)c(F)c(COc2cnc(Nc3cnc(N4CCC(N5CCN(C)CC5)CC4)nc3)nc2)c1F,4.85,no change
1477,COc1cc(OC)c(F)c(COc2cnc(Nc3cnn(CCN4CCNCC4)c3)nc2)c1F,4.05,no change
1478,CC(C)(O)c1ccc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)F)n5)(CC3)CC4)C(=O)[C@H]3C[C@](O)(C(F)(F)F)C3)c2)cc1,5.35,no change
1479,O=C(NC1CCN(Cc2ccc(OCCCN3C(=O)CSC3=O)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,5.07,no change
1480,CN(C)C/C=C/C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,4.04,no change
1481,CC(=O)c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1,4.03,no change
1482,CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(Cl)cn1,5,no change
1483,O=C(Nc1ccc(Cl)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,5,no change
1484,CNC(=O)CN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,5.58,no change
1485,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCC1CCOCC1,4.66,no change
1486,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)cc1-c1ccc(C(F)(F)F)nc1,4.71,no change
1487,CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)nc4)c3)cc2)CC1,5.09,no change
1488,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)cc1-c1ccc(C(F)(F)F)cc1,5.26,no change
1489,Cc1ccc(F)cc1CO[C@H]1CCc2ccc(N3CCNC[C@H]3C)nc21,5.41,no change
1490,O=C(Nc1cccc(C(F)(F)F)c1)n1ccc2cc(Oc3ncnc4c3CCNC4)ccc21,5.05,no change
1491,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(OC(F)(F)F)c(F)c3)C2)C1c1cccc([N+](=O)[O-])c1,5.83,no change
1492,COc1nn(C)cc1Nc1ncc(Br)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,4.82,no change
1493,COCC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C)cn1,4.1,no change
1494,COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CC(=O)N(C)c2cccc(Cl)c2)cc1,7.54,no change
1495,COc1ccc([C@H]2CN(CCCN3CCCC3=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,5.9,no change
1496,COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c2cccc(Cl)c2)cc1,6.88,<=3(mean)
1497,Cc1cccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)c1,6.5,no change
1498,CC(C)(C)NC(=O)C1c2c(O)cccc2C(=O)N1Cc1ccccc1-c1ccccc1,4.55,no change
1499,O=C(O)CN(Cc1cccc(-c2ccccc2OC(F)(F)F)c1)S(=O)(=O)c1ccc(OC(F)F)cc1,4.96,no change
1500,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)cc(F)c5)C4)C[C@@H]3C(=O)O)c2c1,5.14,no change
1501,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)ccc5F)C4)C[C@@H]3C(=O)O)c2c1,5,<=3(mean)
1502,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cccc(F)c5)C4)C[C@@H]3C(=O)O)c2c1,4.99,no change
1503,CCN(CC)Cc1ccc(-c2ccc3ncc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1F,5.28,no change
1504,C[S+](O)c1ccc(-c2cnc3ccc(Nc4cccc(S(C)(=O)=O)c4)nn23)cc1,5.63,no change
1505,CS(=O)(=O)c1cccc(-c2ccc3ncc(-c4cccc(S(C)(=O)=O)c4)n3n2)c1,5.63,no change
1506,COc1ccc(Nc2cc(N[C@@H]3CCOC[C@@H]3N)nnc2C(N)=O)nc1C(C)C,4.8,no change
1507,CC(C)c1nc(Nc2cc(NCCN)nnc2C(N)=O)ccc1F,5.1,no change
